CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
277,0xdae3,0xdaf9,None,None,23.0,11.0,25.694285496299685,0.00024580246287991944,-0.0008850190728817986,9.683733080537583e-05,2025-02-19 13:37:12.584923,25.694285496299685,0.00024552237983355103,-0.00045920890933853764,9.858291109113777e-05,2025-02-19 13:37:12.584923,11.827267872129397,0.00024645119242633205,-0.0008339688059910699,9.709577303895994e-05,2025-02-19 13:53:30.238798,11.827267872129397,0.00024523593339212266,-0.0006031607107949699,9.84888528129657e-05,2025-02-19 13:53:30.238798,-28.190280003051804,0.0002477346957450721,-0.000752407168944258,9.724564614727484e-05,2025-02-19 14:30:37.203001,-28.190280003051804,0.0002444938451463817,-0.0006820166998126598,9.840465324529374e-05,2025-02-19 14:30:37.203001,True
278,0xdaab,0xdac1,None,None,18.0,21.5,25.694285496299685,0.0002455201871638581,0.00032799622870249845,0.00010160275233005475,2025-02-19 13:37:12.592350,25.694285496299685,0.00024527421352251447,-0.00024368307696581715,0.00010556238522943662,2025-02-19 13:37:12.592350,11.827267872129397,0.0002451073639575961,0.000129430490993232,0.0001017899804945834,2025-02-19 13:53:30.243523,11.827267872129397,0.0002450763147990621,-0.0002854275127536776,0.00010545749791627421,2025-02-19 13:53:30.243523,-28.190280003051804,0.00024417244163934274,6.881339642689221e-05,0.00010257896432635844,2025-02-19 14:30:37.208962,-28.190280003051804,0.0002444308447184566,-0.00033712657687662295,0.00010508008399741507,2025-02-19 14:30:37.208962,True
279,0xd7b7,0xd7bb,None,None,16.5,13.0,24.8664835584039,0.0002461051318357221,-0.0006581666055343605,9.77483909175724e-05,2025-02-28 14:07:35.532955,36.78149080643931,0.0002459359486656493,-0.0007793053883988765,9.930015081919615e-05,2025-02-21 10:23:37.010897,11.691081101701378,0.0002460370271559602,-0.0007661156508376177,9.775103509930735e-05,2025-02-28 14:41:13.922312,11.691081101701378,0.0002466865605199052,-0.0010003306017217772,9.932521491730203e-05,2025-02-28 14:41:13.922312,-28.23033493553063,0.0002457870358835543,-0.0007598486568348717,9.797721299627082e-05,2025-02-28 15:23:28.952373,-28.23033493553063,0.0002475736667187248,-0.0009575356122283885,9.968464489903702e-05,2025-02-28 15:23:28.952373,True
280,0xd81f,0xd870,None,None,23.0,19.0,36.78149080643931,0.00024651234902413354,-0.0005289829624326448,9.297703478263188e-05,2025-02-21 10:23:37.026751,36.78149080643931,0.00024631529398186694,-0.00025849088348289806,9.608335978861261e-05,2025-02-21 10:23:37.026751,10.564202334630352,0.0002447233369549986,-0.0012704551857598,9.15680969982911e-05,2025-02-21 11:13:19.420709,10.564202334630352,0.00024573120990558104,-0.0010209787275613502,9.571618497510194e-05,2025-02-21 11:13:19.420709,-28.23033493553063,0.00024367660348293546,-0.0012107722525184772,9.13161216098003e-05,2025-02-28 15:23:28.974754,-28.019378957808804,0.0002444788530976086,-0.0010391525548275604,9.605933052274045e-05,2025-02-21 14:00:12.129248,True
281,0xd807,0xd83e,None,None,12.5,14.0,36.78149080643931,0.0002454190420598224,-0.00044697075807453857,9.716584918652672e-05,2025-02-21 10:23:37.036240,36.78149080643931,0.00024626350983400394,-0.00018511146562649738,9.682392127679455e-05,2025-02-21 10:23:37.036240,10.564202334630352,0.00024618767870240697,-0.0012766586550118642,9.681889885968728e-05,2025-02-21 11:13:19.431918,10.564202334630352,0.0002456304754401624,-0.0010641532694710132,9.63259205396997e-05,2025-02-21 11:13:19.431918,-28.019378957808804,0.00024633849008508127,-0.0014558461771354558,9.684048793532099e-05,2025-02-21 14:00:12.141922,-28.019378957808804,0.0002447286044558559,-0.0011463292313426687,9.651774113186287e-05,2025-02-21 14:00:12.141922,True
282,0xd6a8,0xd6aa,None,None,5.0,13.0,36.78149080643931,0.00024557700805313213,-0.0004551382082973454,9.744994949319497e-05,2025-02-21 10:23:37.045735,36.78149080643931,0.00024513069297568446,7.010076913926966e-05,9.680936129405187e-05,2025-02-21 10:23:37.045735,10.564202334630352,0.0002445100875076767,-0.0016529762589047592,9.663775860506747e-05,2025-02-21 11:13:19.443279,10.564202334630352,0.0002452574136212182,-0.001106327040237387,9.60674502226145e-05,2025-02-21 11:13:19.443279,-28.019378957808804,0.00024281752063111552,-0.001641843240311247,9.677119967316448e-05,2025-02-21 14:00:12.154359,-28.019378957808804,0.0002449150456216145,-0.0011477028450879723,9.627081412928273e-05,2025-02-21 14:00:12.154359,True
283,0xd750,0xd778,None,None,20.0,15.0,36.78149080643931,0.0002460576879309267,-0.00010120725870899072,0.00010042540312934447,2025-02-21 10:23:37.055267,36.78149080643931,0.0002458418294962642,0.00032494748321482136,9.53231948258781e-05,2025-02-21 10:23:37.055267,11.691081101701378,0.00024518682552508,-0.001553839305539928,9.883341811359115e-05,2025-02-28 14:41:13.957942,10.564202334630352,0.00024401213719503644,-0.0009454888016843244,9.373788734144837e-05,2025-02-21 11:13:19.454663,-28.23033493553063,0.00024281637791124304,-0.001478857383357568,9.907113687041644e-05,2025-02-28 15:23:28.990780,-28.23033493553063,0.0002426927908028571,-0.0009014585326176383,9.273120009600967e-05,2025-02-28 15:23:28.990780,True
284,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
285,0xd8d1,0xd8eb,None,None,12.0,13.5,36.78149080643931,0.0002464298557550497,0.00026053759822930456,9.532857499113708e-05,2025-02-21 10:23:37.064746,28.209735255970088,0.00024544605317114194,-0.0009177125270509179,0.00010230305249075023,2025-02-21 09:20:06.226088,10.564202334630352,0.0002455026478571464,-0.0014068488489887288,9.390421662904509e-05,2025-02-21 11:13:19.465998,10.564202334630352,0.00024621218988353467,-0.001007101436754032,0.00010267876653998609,2025-02-21 11:13:19.465998,-28.019378957808804,0.0002439435798160149,-0.001399996968983408,9.394002161593159e-05,2025-02-21 14:00:12.177849,-28.019378957808804,0.0002468476251469235,-0.0010404601799283708,0.0001027967100053204,2025-02-21 14:00:12.177849,True
286,0xd910,0xd929,None,None,15.0,15.0,36.78149080643931,0.0002451143082281361,0.0005573117347815737,9.87125362891412e-05,2025-02-21 10:23:37.074161,36.78149080643931,0.0002465004870915435,0.0010717070788305305,9.854296402305681e-05,2025-02-21 10:23:37.074161,10.564202334630352,0.0002463212861377105,-0.0013065994989697738,9.708324614498805e-05,2025-02-21 11:13:19.477467,10.564202334630352,0.00024712656106523243,-0.0007662878843773258,9.749698750853094e-05,2025-02-21 11:13:19.477467,-28.019378957808804,0.00024650310368349177,-0.0012397747596597508,9.685084073895661e-05,2025-02-21 14:00:12.188857,-28.019378957808804,0.00024715646742072696,-0.0007591808607500528,9.798406233562129e-05,2025-02-21 14:00:12.188857,True
287,0xd804,0xd81a,None,None,7.0,21.5,28.209735255970088,0.00024609064679990934,-0.0008262171402002028,0.00010253800699567785,2025-02-21 09:20:06.242893,36.78149080643931,0.0002456145477309323,0.0010953222929783735,9.747777341899175e-05,2025-02-21 10:23:37.083720,10.564202334630352,0.0002463879784826658,-0.0011248671049833847,0.00010236890784189468,2025-02-21 11:13:19.493809,10.564202334630352,0.0002455899518381897,-0.0009184685698547801,9.601560941926403e-05,2025-02-21 11:13:19.493809,-28.019378957808804,0.00024611372610111636,-0.0011005320973145327,0.00010218938484050103,2025-02-21 14:00:12.202827,-28.019378957808804,0.0002446939710181325,-0.0009374838157989451,9.634840332815483e-05,2025-02-21 14:00:12.202827,True
288,None,None,None,None,None,None,28.209735255970088,0.00024574571337188556,-0.00036701493504970317,0.00010352408900851514,2025-02-21 09:20:06.249661,24.62615396353094,0.00024529471959293793,-7.938249233174766e-05,8.942006178650546e-05,2025-02-20 16:35:13.311986,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
289,0xd913,0xd92d,None,None,15.5,5.5,24.642175936522463,0.00024579305274786777,-0.0014669504602005667,9.999827086886595e-05,2025-02-24 15:18:17.973831,24.642175936522463,0.0002461295567486677,-0.0012403223322441925,9.23554096732857e-05,2025-02-24 15:18:17.973831,11.867322804608222,0.0002457075051388578,-0.0016272800313524294,0.00010001030096060596,2025-02-24 15:44:24.601140,11.867322804608222,0.0002459479004312616,-0.0014337560146263084,9.207797321678772e-05,2025-02-24 15:44:24.601140,-28.038071259632257,0.0002455513697061585,-0.0015612813287135263,0.0001005743075133286,2025-02-24 16:14:44.196580,-28.038071259632257,0.0002447140667085238,-0.0013687595381294826,9.145837987029852e-05,2025-02-24 16:14:44.196580,True
290,0xd809,0xd86d,None,None,14.5,19.5,24.642175936522463,0.0002456152362287107,-0.0011999371311360862,9.863341276379415e-05,2025-02-24 15:18:17.978353,25.173571374074925,0.0002456811591664619,-0.0013298082341129391,9.538678422729307e-05,2025-02-24 15:08:06.186126,11.867322804608222,0.0002455080548867633,-0.0013134985814716171,9.864331101872122e-05,2025-02-24 15:44:24.607193,11.867322804608222,0.0002453163020060978,-0.001357718669133312,9.533078001841498e-05,2025-02-24 15:44:24.607193,-28.331807431143663,0.0002435452540572936,-0.0013216363000969067,9.912385600979243e-05,2025-02-25 08:19:04.930236,-28.038071259632257,0.00024387220792350273,-0.001362585530964966,9.503142355956864e-05,2025-02-24 16:14:44.203693,True
291,0xd923,0xd93c,None,None,14.5,14.0,25.173571374074925,-0.03236375417945359,51.52162906349084,-0.08042885653432448,2025-02-24 15:08:06.190100,25.173571374074925,0.0002452354311396551,-0.00144965029610572,9.070804883114693e-05,2025-02-24 15:08:06.190100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
292,0xdaef,0xdb06,None,None,6.5,13.0,24.642175936522463,0.0002456696032271235,-0.0017168006034493088,9.644586715868392e-05,2025-02-24 15:18:17.986967,24.642175936522463,0.0002457644564887781,-0.0010948601789847467,9.247358768039508e-05,2025-02-24 15:18:17.986967,11.867322804608222,0.0002455657626107225,-0.0018443620140024541,9.628714380332619e-05,2025-02-24 15:44:24.613264,11.867322804608222,0.0002459902728688049,-0.0011448492353951512,9.252218466087111e-05,2025-02-24 15:44:24.613264,-28.038071259632257,0.00024475426164252847,-0.0018087487467275953,9.619818275910181e-05,2025-02-24 16:14:44.211504,-28.038071259632257,0.0002464229280174126,-0.0010875874356366388,9.286828955544205e-05,2025-02-24 16:14:44.211504,True
293,0xdaa8,0xdac0,None,None,21.0,8.5,24.67689021133745,0.00024598615329793144,-0.0016989276023131605,0.00010039490609017541,2025-02-24 15:27:15.870657,24.67689021133745,0.00024562466439894613,-0.0010292925879907266,0.00010392575472756535,2025-02-24 15:27:15.870657,11.867322804608222,0.0002452657949912435,-0.0017027951606982117,0.00010046035586866383,2025-02-24 15:44:24.619501,11.867322804608222,0.0002460843510856835,-0.0010692264091935466,0.00010432603246389582,2025-02-24 15:44:24.619501,-28.038071259632257,0.00024346011108725244,-0.001603808548691854,0.00010042392947707855,2025-02-24 16:14:44.218334,-28.038071259632257,0.00024718417270543444,-0.0010776219734821568,0.0001053164241102016,2025-02-24 16:14:44.218334,True
294,0xd8be,0xd8d5,None,None,16.0,12.5,24.642175936522463,0.00024574239827151653,-0.0010670317499876236,9.897167293653954e-05,2025-02-24 15:18:17.995944,24.67689021133745,0.0002458272525329461,-0.0009156974865820455,0.0001047511868842406,2025-02-24 15:27:15.876238,11.867322804608222,0.0002457488516331647,-0.0011883472828644326,9.907936769919537e-05,2025-02-24 15:44:24.625740,11.867322804608222,0.0002465894337751161,-0.0009707305193236149,0.00010538965256989473,2025-02-24 15:44:24.625740,-28.331807431143663,0.0002450861137178462,-0.00132174795993939,0.00010014982618520352,2025-02-25 08:19:04.961944,-28.038071259632257,0.00024829199784087675,-0.0008315782595764154,0.0001069592226873596,2025-02-24 16:14:44.226710,False
295,0xdafe,0xdb16,None,None,13.0,8.0,25.173571374074925,0.0002456922776421793,-0.001106746457912422,0.00010041723999486003,2025-02-24 15:08:06.206045,24.642175936522463,0.0002454979030588019,-0.0008395863698429373,9.409951129208371e-05,2025-02-24 15:18:18.000629,11.867322804608222,0.0002451639358385851,-0.0009767266313188694,0.00010066545654481706,2025-02-24 15:44:24.632070,11.867322804608222,0.0002450009658856791,-0.0009574812014080392,9.402117735665657e-05,2025-02-24 15:44:24.632070,-28.038071259632257,0.00024375840074124545,-0.0009787571929184002,0.00010119847871600034,2025-02-24 16:14:44.235097,-28.038071259632257,0.00024327718859687252,-0.0009251727743920801,9.392190743008742e-05,2025-02-24 16:14:44.235097,True
296,0xd691,0xd690,None,None,15.0,12.5,24.67689021133745,0.0002453916876933819,-0.0011311573332160596,0.00010353911595709417,2025-02-24 15:27:15.887575,24.67689021133745,0.00024584059319585034,-0.0006726272414171452,0.00010330758565360651,2025-02-24 15:27:15.887575,11.867322804608222,0.0002458006827010858,-0.0012779643657235273,0.00010367741459148086,2025-02-24 15:44:24.638073,11.867322804608222,0.00024621069281228694,-0.0007163896697952588,0.00010341792477350047,2025-02-24 15:44:24.638073,-28.038071259632257,0.0002466606936296974,-0.001289835392933425,0.00010437521923482569,2025-02-24 16:14:44.243797,-28.038071259632257,0.0002468607327871987,-0.0007397001237744449,0.00010358238843312337,2025-02-24 16:14:44.243797,True
297,0xd88c,0xd8a4,None,None,14.0,7.0,24.642175936522463,0.0002456430908862091,-0.0008699263792053546,9.797660082142543e-05,2025-02-24 15:18:18.015977,25.173571374074925,0.0002463717069088392,-0.0009912298350970294,9.329563704189698e-05,2025-02-24 15:08:06.214080,11.867322804608222,0.00024596665482171294,-0.0009056840914890563,9.806855184314301e-05,2025-02-24 15:44:24.644589,11.867322804608222,0.0002455749845545228,-0.0007410526457521383,9.345014005257842e-05,2025-02-24 15:44:24.644589,-28.038071259632257,0.00024719946696652467,-0.0008654285187049138,9.860656709267685e-05,2025-02-24 16:14:44.252395,-28.038071259632257,0.00024300169552391755,-0.0006207664635047294,9.326689378475955e-05,2025-02-24 16:14:44.252395,True
298,0xd8f2,0xd90b,None,None,18.0,19.0,24.642175936522463,0.0002454436657581799,-8.523405141075413e-05,9.466376653029774e-05,2025-02-24 15:18:18.020474,24.642175936522463,0.0002458883337510475,4.8199288172678934e-05,9.254724457663606e-05,2025-02-24 15:18:18.020474,11.867322804608222,0.00024519250898397474,-0.00018528777269466445,9.448427711931831e-05,2025-02-24 15:44:24.653115,11.867322804608222,0.00024606613237692553,-9.18136836663419e-05,9.240455986951957e-05,2025-02-24 15:44:24.653115,-28.038071259632257,0.00024408203878832388,-0.00017615457862762973,9.431413688647701e-05,2025-02-24 16:14:44.260865,-28.038071259632257,0.0002462084009004509,-0.00018114934884871925,9.224985085078129e-05,2025-02-24 16:14:44.260865,True
299,0xdab2,0xdaca,None,None,20.5,12.5,26.05210955977722,0.0002455326944761579,-0.0013051594853764614,0.00010577259806714606,2025-02-25 16:07:09.709196,26.05210955977722,0.00024573619119091085,-0.0010091343115440354,9.927413167571425e-05,2025-02-25 16:07:09.709196,11.878004119935909,0.0002453753281086557,-0.001404207538079072,0.00010579150254806004,2025-02-25 16:39:21.346288,11.878004119935909,0.0002462890993868199,-0.0010868245579899183,9.919771659180507e-05,2025-02-25 16:39:21.346288,-28.19829098954757,0.00024362564295536587,-0.001192385180374178,0.00010724885819088012,2025-02-26 08:48:16.495826,-28.19829098954757,0.0002508058370254289,-0.0010816359646150797,9.963391327245622e-05,2025-02-26 08:48:16.495826,False
300,0xd6ba,0xd6b8,None,None,16.0,20.5,26.05210955977722,0.00024573437389147697,-0.0010613979570844312,9.399203466675978e-05,2025-02-25 16:07:09.712908,26.05210955977722,0.0002465373053561592,-0.0011859100161985547,9.541076143763892e-05,2025-02-25 16:07:09.712908,11.878004119935909,0.00024561415045659473,-0.0010702852589049572,9.408298911664682e-05,2025-02-25 16:39:21.351463,11.878004119935909,0.0002460677541937925,-0.0012417973102149538,9.525956746634109e-05,2025-02-25 16:39:21.351463,-28.19829098954757,0.00024452054402612474,-0.0009179508097487132,9.484162516397307e-05,2025-02-26 08:48:16.501608,-28.19829098954757,0.00024269330386628754,-0.0011891832674895686,9.473120288645105e-05,2025-02-26 08:48:16.501608,True
301,None,None,None,None,None,None,23.817044327458603,0.0002452863985436044,-0.0010553274022637171,9.93464099150523e-05,2025-02-26 14:24:11.782116,26.05210955977722,0.00024599299332689686,-0.001346264513780393,0.00010069903671555316,2025-02-25 16:07:09.717140,11.85130083161669,0.00024480997192595364,-0.0010447608912277917,9.933716780856498e-05,2025-02-26 14:48:56.852203,11.85130083161669,0.0002468850292138745,-0.0010589052086797945,0.00010071226203339034,2025-02-26 14:48:56.852203,-28.187609674219882,0.00024318763254060837,-0.0010262936343640727,9.914680866552227e-05,2025-02-26 15:22:41.335481,-28.187609674219882,0.00024793239727855535,-0.0010125583493010293,0.00010099140718339111,2025-02-26 15:22:41.335481,True
302,0xd842,0xd83b,None,None,17.0,18.0,26.82917524986648,0.00024556520615821317,-0.0016054839051669045,9.279349624629067e-05,2025-02-25 15:59:24.835930,26.82917524986648,0.0002458784332587674,-0.001102001572163891,9.79340440232798e-05,2025-02-25 15:59:24.835930,11.878004119935909,0.00024487940532175585,-0.0015801296519350472,9.256732047071759e-05,2025-02-25 16:39:21.360963,11.878004119935909,0.00024533680370205247,-0.0010560513917405312,9.787213948617355e-05,2025-02-25 16:39:21.360963,-28.19829098954757,0.00023946786671217595,-0.0018276010529004183,9.058863954137547e-05,2025-02-26 08:48:16.512362,-28.19829098954757,0.00024137688911633951,-0.0011489179089661516,9.747216860144908e-05,2025-02-26 08:48:16.512362,False
303,0xdb3c,0xdb55,None,None,15.0,11.0,23.817044327458603,0.0002457707520697265,-0.0005093808362370833,0.00010173372664639446,2025-02-26 14:24:11.789410,23.817044327458603,0.00024603402406531534,-0.0004913011659796185,9.959014232307818e-05,2025-02-26 14:24:11.789410,11.85130083161669,0.0002456828896382885,-0.0005295861111264122,0.00010177857886095194,2025-02-26 14:48:56.860996,11.85130083161669,0.000245980169661254,-0.0005322375765518528,9.958130325798104e-05,2025-02-26 14:48:56.860996,-28.187609674219882,0.00024539190732953374,-0.0005575100672953748,0.00010208855953073742,2025-02-26 15:22:41.344906,-28.187609674219882,0.0002456734184353889,-0.000597682714022274,9.952879051264601e-05,2025-02-26 15:22:41.344906,True
304,0xd897,0xd898,None,None,20.5,15.5,26.05210955977722,0.00024577741013441485,-0.0009250499787003541,9.993672016115882e-05,2025-02-25 16:07:09.724407,26.05210955977722,0.00024622773185507336,-0.0007654052019292479,9.382613804964147e-05,2025-02-25 16:07:09.724407,11.878004119935909,0.0002459522812631333,-0.0009535808359355524,0.00010021541834817028,2025-02-25 16:39:21.365773,11.878004119935909,0.0002460017089005613,-0.0008311448285459044,9.368613289260901e-05,2025-02-25 16:39:21.365773,-28.19829098954757,0.00024697778553396383,-0.0009343404194230298,0.00010208437550269209,2025-02-26 08:48:16.517659,-28.19829098954757,0.00024458027606881456,-0.0007906042785889023,9.330692650971719e-05,2025-02-26 08:48:16.517659,True
305,0xdae1,0xdafa,None,None,14.0,15.0,26.82917524986648,0.0002455655196952865,-0.00088158295661106,9.634514244593835e-05,2025-02-25 15:59:24.842521,26.05210955977722,0.00024647802469133536,-0.0009558889074225418,9.80513468443889e-05,2025-02-25 16:07:09.728335,11.878004119935909,0.00024557999645950877,-0.0009837591119321032,9.613045122281243e-05,2025-02-25 16:39:21.370657,11.878004119935909,0.00024608572385848384,-0.0009274570423221107,9.815523593410077e-05,2025-02-25 16:39:21.370657,-28.19829098954757,0.0002458596803678881,-0.0007726437190410662,9.521090109964932e-05,2025-02-26 08:48:16.522867,-28.19829098954757,0.00024383836243180082,-0.0007912238784570369,9.818447547467945e-05,2025-02-26 08:48:16.522867,True
306,None,None,None,None,None,None,26.82917524986648,0.00024550901489161695,-0.0011579645030053154,9.407012219337315e-05,2025-02-25 15:59:24.845532,26.05210955977722,0.00024584458215665903,-0.0004749861288739221,0.00010686547563834426,2025-02-25 16:07:09.732237,11.878004119935909,0.0002452990811988095,-0.001188067412280558,9.39402520469189e-05,2025-02-25 16:39:21.375495,11.878004119935909,0.00024636396363057576,-0.0005960243601855764,0.0001072864380813387,2025-02-25 16:39:21.375495,-28.187609674219882,0.0002448723846182955,-0.0013970407040928001,9.350531935099494e-05,2025-02-26 15:22:41.325939,-28.187609674219882,0.00024754188890159024,-0.0006452288936139028,0.00010814148102446769,2025-02-26 15:22:41.325939,True
307,0xd729,0xd747,None,None,17.0,14.0,26.05210955977722,0.00024485419890198274,-0.0009294906920549462,9.420034400533249e-05,2025-02-25 16:07:09.736002,26.82917524986648,0.0002457594725604337,-0.0007701143519533438,8.94518450578785e-05,2025-02-25 15:59:24.848817,11.878004119935909,0.0002446124941501155,-0.0009233537478641751,9.418480511676552e-05,2025-02-25 16:39:21.380265,11.878004119935909,0.00024544931462608513,-0.0008867198716725477,8.933919059612969e-05,2025-02-25 16:39:21.380265,-28.19829098954757,0.00024310996720259938,-0.0009837058895975082,9.387233772894785e-05,2025-02-26 08:48:16.533678,-28.19829098954757,0.00024320651390084407,-0.0009100911370512055,8.94940759754395e-05,2025-02-26 08:48:16.533678,False
308,0xd8ef,0xd90a,None,None,15.5,20.5,26.82917524986648,0.00024530018216611395,-0.0003125369320437499,9.90789736084749e-05,2025-02-25 15:59:24.851935,26.05210955977722,0.00024613686502112715,-0.0004884709318595526,9.799484392104512e-05,2025-02-25 16:07:09.741038,11.878004119935909,0.0002455550450002429,-0.00042606975487508025,9.910464466608463e-05,2025-02-25 16:39:21.384791,11.878004119935909,0.0002456702917941745,-0.0005156325120280192,9.808814357153858e-05,2025-02-25 16:39:21.384791,-28.19829098954757,0.00024597252502911985,-0.000466164567524574,9.948742696092726e-05,2025-02-26 08:48:16.539581,-28.19829098954757,0.00024245811558912652,-0.00042376987959863444,9.894536208523381e-05,2025-02-26 08:48:16.539581,True
309,0xd917,0xd932,None,None,8.0,10.0,23.817044327458603,0.0002461478308250647,-0.0015728162128194056,9.778894144636246e-05,2025-02-26 14:24:11.746727,23.817044327458603,0.0002460378052206915,-0.0014246616068304685,9.601176771121833e-05,2025-02-26 14:24:11.746727,11.85130083161669,0.00024601807999757695,-0.0015640381960618788,9.789435693238523e-05,2025-02-26 14:48:56.809993,11.85130083161669,0.00024624421708403294,-0.0014376214775846385,9.599921644625731e-05,2025-02-26 14:48:56.809993,-28.187609674219882,0.00024575941587836594,-0.001542221356557516,9.817861996532949e-05,2025-02-26 15:22:41.287480,-28.187609674219882,0.00024692485713491365,-0.0013471426859374414,9.597358341766838e-05,2025-02-26 15:22:41.287480,True
310,0xd8c4,0xd8dd,None,None,19.5,17.0,23.817044327458603,0.00024549255449551985,-0.001057392415783287,9.6897096791509e-05,2025-02-26 14:24:11.750113,23.817044327458603,0.0002457573305421615,-0.0012972481120168688,9.557018231467161e-05,2025-02-26 14:24:11.750113,11.85130083161669,0.00024597908431097114,-0.0010877492636413577,9.692780050276198e-05,2025-02-26 14:48:56.814347,11.85130083161669,0.0002460164676061015,-0.0013123065011738655,9.552400474152543e-05,2025-02-26 14:48:56.814347,-28.187609674219882,0.00024756403040891646,-0.000894980795988598,9.734498287411694e-05,2025-02-26 15:22:41.293146,-28.187609674219882,0.0002468781526150472,-0.0013087602232412787,9.552840040196146e-05,2025-02-26 15:22:41.293146,True
311,0xd7c7,0xd7c4,None,None,13.0,9.5,23.817044327458603,0.00024571452094838487,-0.0012977115782313864,9.736331056679556e-05,2025-02-26 14:24:11.753950,23.817044327458603,0.00024555061163219295,-0.0016302432776275633,9.55463357499771e-05,2025-02-26 14:24:11.753950,11.85130083161669,0.00024553897209543936,-0.0012775826126574241,9.738351193924147e-05,2025-02-26 14:48:56.818913,11.85130083161669,0.0002451408685705391,-0.0015201474870955023,9.581024954449294e-05,2025-02-26 14:48:56.818913,-28.187609674219882,0.00024457367904283194,-0.0012396905856987828,9.739430068381754e-05,2025-02-26 15:22:41.299083,-28.187609674219882,0.0002441980516851584,-0.0014710484437580607,9.620377717907771e-05,2025-02-26 15:22:41.299083,True
312,0xdab0,0xdac8,None,None,12.0,11.0,23.817044327458603,0.000245415871520541,-0.0019023507832613418,9.952464241153916e-05,2025-02-26 14:24:11.760420,23.817044327458603,0.0002458355286643063,-0.0009817491134387346,0.00010332269839581393,2025-02-26 14:24:11.760420,11.85130083161669,0.00024516804937744824,-0.0017953033921895845,9.980467194735566e-05,2025-02-26 14:48:56.823087,11.85130083161669,0.0002460554043551711,-0.0009565997992921904,0.00010351410305928224,2025-02-26 14:48:56.823087,-28.187609674219882,0.00024427545617518634,-0.001737654362911123,0.00010043755526431876,2025-02-26 15:22:41.304610,-28.187609674219882,0.0002466804430738426,-0.0009522079144597684,0.00010395991248143248,2025-02-26 15:22:41.304610,True
313,0xd77d,0xd7a1,None,None,21.0,22.0,23.817044327458603,0.00024525656204552775,-0.001268918642615413,0.00010010026842438845,2025-02-26 14:24:11.763634,23.817044327458603,0.0002459929552558761,-0.0009145536070412352,9.370534309047454e-05,2025-02-26 14:24:11.763634,11.85130083161669,0.0002452603976994153,-0.0013342918877804477,0.00010012971014265985,2025-02-26 14:48:56.827316,11.85130083161669,0.0002459152208823112,-0.0008374385817731533,9.360126055973952e-05,2025-02-26 14:48:56.827316,-28.187609674219882,0.000245070757381929,-0.0013630763663842749,0.00010017454999627058,2025-02-26 15:22:41.309964,-28.187609674219882,0.0002458034218927891,-0.0009163082877129414,9.307226292520516e-05,2025-02-26 15:22:41.309964,True
314,0xd68c,0xd68d,None,None,13.0,17.0,23.817044327458603,0.00024588894801350243,-0.001087920337550341,9.575307259802722e-05,2025-02-26 14:24:11.766777,24.8664835584039,0.0002457548145179077,-0.0006163441447036289,9.33194477222987e-05,2025-02-28 14:07:35.565238,11.85130083161669,0.00024541888768321807,-0.0011010450363895252,9.568521371005462e-05,2025-02-26 14:48:56.834653,11.691081101701378,0.00024620874911004953,-0.0007698032514326658,9.318660415504435e-05,2025-02-28 14:41:13.971842,-28.187609674219882,0.00024398144299242442,-0.00115692831017572,9.537054774173226e-05,2025-02-26 15:22:41.315202,-28.23033493553063,0.0002475347495416941,-0.0007074237732613842,9.335207670992878e-05,2025-02-28 15:23:29.006292,True
315,0xd82e,0xd846,None,None,14.5,15.0,30.383382925154493,0.00024634253932110143,-0.0010142398873685954,9.731983026492403e-05,2025-02-28 14:22:01.470828,23.817044327458603,0.00024690381666032967,-0.0008728586624223711,9.967846929410796e-05,2025-02-26 14:24:11.770019,11.691081101701378,0.00024668505258470104,-0.001026584991012991,9.721782698381864e-05,2025-02-28 14:41:13.983644,11.85130083161669,0.0002469553996639794,-0.0008749628735692516,9.987922269325809e-05,2025-02-26 14:48:56.839227,-28.23033493553063,0.0002476472091592876,-0.001015256477778781,9.701512167854993e-05,2025-02-28 15:23:29.019423,-28.187609674219882,0.0002470284873550079,-0.0009325495954982665,0.00010018092591068466,2025-02-26 15:22:41.320476,True
