CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,LpGBT_L0_version,LpGBT_L1_version,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
290,0xd809,0xd86d,0xe4ac2436,0xc4ada454,V1,V1,14.5,19.5,24.6421759365225,0.000245615236228711,-0.00119993713113609,9.86334127637942E-05,2025-02-24 15:18:17.978353,25.1735713740749,0.000245681159166462,-0.00132980823411294,9.53867842272931E-05,2025-02-24 15:08:06.186126,11.8673228046082,0.000245508054886763,-0.00131349858147162,9.86433110187212E-05,2025-02-24 15:44:24.607193,11.8673228046082,0.000245316302006098,-0.00135771866913331,9.5330780018415E-05,2025-02-24 15:44:24.607193,-28.3318074311437,0.000243545254057294,-0.00132163630009691,9.91238560097924E-05,2025-02-25 08:19:04.930236,-28.0380712596323,0.000243872207923503,-0.00136258553096497,9.50314235595686E-05,2025-02-24 16:14:44.203693,True
291,0xd923,0xd93c,0x8cadea34,0x6c2b170a,V1,V1,14.5,14,24.8664835584039,0.000245648921442748,-0.00136306170551842,9.50470169982023E-05,2025-05-21 10:15:40.258893,24.8664835584039,0.000245139208400144,-0.00112160365106506,9.07899788608631E-05,2025-05-21 10:15:40.258893,11.8646524757763,0.000245940987186606,-0.00141674324530805,9.50003714036345E-05,2025-05-21 10:34:18.960071,11.8646524757763,0.000245286099328524,-0.00121064098985546,9.06452631729188E-05,2025-05-21 10:34:18.960071,-28.1662470435645,0.000246816318047441,-0.00139941557003903,9.51444166495359E-05,2025-05-21 11:18:32.825533,-28.1662470435645,0.000245615500971736,-0.00124072192361824,9.05457233353831E-05,2025-05-21 11:18:32.825533,False
292,0xdaef,0xdb06,0xf2ab191a,0xf22cf1e3,V2,V2,6.5,13,24.6421759365225,0.000245669603227124,-0.00171680060344931,9.64458671586839E-05,2025-02-24 15:18:17.986967,24.6421759365225,0.000245764456488778,-0.00109486017898475,9.24735876803951E-05,2025-02-24 15:18:17.986967,11.8673228046082,0.000245565762610723,-0.00184436201400245,9.62871438033262E-05,2025-02-24 15:44:24.613264,11.8673228046082,0.000245990272868805,-0.00114484923539515,9.25221846608711E-05,2025-02-24 15:44:24.613264,-28.0380712596323,0.000244754261642528,-0.0018087487467276,9.61981827591018E-05,2025-02-24 16:14:44.211504,-28.0380712596323,0.000246422928017413,-0.00108758743563664,9.28682895554421E-05,2025-02-24 16:14:44.211504,True
293,0xdaa8,0xdac0,0x4a80108,0xcaad881,V1,V1,21,8.5,24.6768902113375,0.000245986153297931,-0.00169892760231316,0.000100394906090175,2025-02-24 15:27:15.870657,24.6768902113375,0.000245624664398946,-0.00102929258799073,0.000103925754727565,2025-02-24 15:27:15.870657,11.8673228046082,0.000245265794991244,-0.00170279516069821,0.000100460355868664,2025-02-24 15:44:24.619501,11.8673228046082,0.000246084351085684,-0.00106922640919355,0.000104326032463896,2025-02-24 15:44:24.619501,-28.0380712596323,0.000243460111087252,-0.00160380854869185,0.000100423929477079,2025-02-24 16:14:44.218334,-28.0380712596323,0.000247184172705434,-0.00107762197348216,0.000105316424110202,2025-02-24 16:14:44.218334,True
294,0xd8be,0xd8d5,None,None,V1,V1,16,12.5,24.6421759365225,0.000245742398271517,-0.00106703174998762,9.89716729365395E-05,2025-02-24 15:18:17.995944,24.6768902113375,0.000245827252532946,-0.000915697486582046,0.000104751186884241,2025-02-24 15:27:15.876238,11.8673228046082,0.000245748851633165,-0.00118834728286443,9.90793676991954E-05,2025-02-24 15:44:24.625740,11.8673228046082,0.000246589433775116,-0.000970730519323615,0.000105389652569895,2025-02-24 15:44:24.625740,-28.3318074311437,0.000245086113717846,-0.00132174795993939,0.000100149826185204,2025-02-25 08:19:04.961944,-28.0380712596323,0.000248291997840877,-0.000831578259576415,0.00010695922268736,2025-02-24 16:14:44.226710,False
295,0xdafe,0xdb16,0x442d099f,0xcc2b598d,V1,V1,13,8,25.1735713740749,0.000245692277642179,-0.00110674645791242,0.00010041723999486,2025-02-24 15:08:06.206045,24.6421759365225,0.000245497903058802,-0.000839586369842937,9.40995112920837E-05,2025-02-24 15:18:18.000629,11.8673228046082,0.000245163935838585,-0.000976726631318869,0.000100665456544817,2025-02-24 15:44:24.632070,11.8673228046082,0.000245000965885679,-0.000957481201408039,9.40211773566566E-05,2025-02-24 15:44:24.632070,-28.0380712596323,0.000243758400741245,-0.0009787571929184,0.000101198478716,2025-02-24 16:14:44.235097,-28.0380712596323,0.000243277188596873,-0.00092517277439208,9.39219074300874E-05,2025-02-24 16:14:44.235097,True
296,0xd691,0xd690,0xc42f0243,0xac2e3f42,V1,V1,15,12.5,24.6768902113375,0.000245391687693382,-0.00113115733321606,0.000103539115957094,2025-02-24 15:27:15.887575,24.6768902113375,0.00024584059319585,-0.000672627241417145,0.000103307585653607,2025-02-24 15:27:15.887575,11.8673228046082,0.000245800682701086,-0.00127796436572353,0.000103677414591481,2025-02-24 15:44:24.638073,11.8673228046082,0.000246210692812287,-0.000716389669795259,0.0001034179247735,2025-02-24 15:44:24.638073,-28.0380712596323,0.000246660693629697,-0.00128983539293343,0.000104375219234826,2025-02-24 16:14:44.243797,-28.0380712596323,0.000246860732787199,-0.000739700123774445,0.000103582388433123,2025-02-24 16:14:44.243797,True
297,0xd88c,0xd8a4,0xe4acc087,0x4add9e9,V1,V1,14,7,24.6421759365225,0.000245643090886209,-0.000869926379205355,9.79766008214254E-05,2025-02-24 15:18:18.015977,25.1735713740749,0.000246371706908839,-0.000991229835097029,9.3295637041897E-05,2025-02-24 15:08:06.214080,11.8673228046082,0.000245966654821713,-0.000905684091489056,9.8068551843143E-05,2025-02-24 15:44:24.644589,11.8673228046082,0.000245574984554523,-0.000741052645752138,9.34501400525784E-05,2025-02-24 15:44:24.644589,-28.0380712596323,0.000247199466966525,-0.000865428518704914,9.86065670926769E-05,2025-02-24 16:14:44.252395,-28.0380712596323,0.000243001695523918,-0.000620766463504729,9.32668937847596E-05,2025-02-24 16:14:44.252395,True
298,0xd8f2,0xd90b,0x42f0b2f,0xeca8d692,V1,V1,18,19,24.6421759365225,0.00024544366575818,-8.52340514107541E-05,9.46637665302977E-05,2025-02-24 15:18:18.020474,24.6421759365225,0.000245888333751048,4.81992881726789E-05,9.25472445766361E-05,2025-02-24 15:18:18.020474,11.8673228046082,0.000245192508983975,-0.000185287772694664,9.44842771193183E-05,2025-02-24 15:44:24.653115,11.8673228046082,0.000246066132376926,-9.18136836663419E-05,9.24045598695196E-05,2025-02-24 15:44:24.653115,-28.0380712596323,0.000244082038788324,-0.00017615457862763,9.4314136886477E-05,2025-02-24 16:14:44.260865,-28.0380712596323,0.000246208400900451,-0.000181149348848719,9.22498508507813E-05,2025-02-24 16:14:44.260865,True
299,0xdab2,0xdaca,0x24af0322,0x44aa4dc5,V1,V1,20.5,12.5,25.5527580682078,0.000245518242836476,-0.00110861248113042,0.000105901101823235,2025-06-12 11:39:30.423084,25.5527580682078,0.000245581785558849,0.00073886345374119,0.000100711265406183,2025-06-12 11:39:30.423084,11.8780041199359,0.000245375328108656,-0.00140420753807907,0.00010579150254806,2025-02-25 16:39:21.346288,11.8566414892805,0.000246282427228092,0.000664632185216341,0.000100769696345346,2025-06-12 12:02:50.526915,-28.0380712596323,0.000244818289904575,-0.00109035280254854,0.000106588291268376,2025-06-12 12:42:30.556257,-28.0380712596323,0.00024770075801388,0.000859901130623286,0.000101099058299817,2025-06-12 12:42:30.556257,False
300,0xd6ba,0xd6b8,0xc2eaa1e,0x242ede42,V1,V1,16,20.5,26.0521095597772,0.000245734373891477,-0.00106139795708443,9.39920346667598E-05,2025-02-25 16:07:09.712908,26.0521095597772,0.000246537305356159,-0.00118591001619855,9.54107614376389E-05,2025-02-25 16:07:09.712908,11.8780041199359,0.000245614150456595,-0.00107028525890496,9.40829891166468E-05,2025-02-25 16:39:21.351463,11.8780041199359,0.000246067754193793,-0.00124179731021495,9.52595674663411E-05,2025-02-25 16:39:21.351463,-28.1982909895476,0.000244520544026125,-0.000917950809748713,9.48416251639731E-05,2025-02-26 08:48:16.501608,-28.1982909895476,0.000242693303866288,-0.00118918326748957,9.47312028864511E-05,2025-02-26 08:48:16.501608,True
301,0xd919,0xd91c,0xfa2d786c,0xf22ff249,V2,V2,None,None,22.5246051728084,0.000244629656061634,-0.000214684055201253,0.000100095460391872,2025-06-09 07:34:06.087459,27.0534828717479,0.000246021771848306,-0.00011961683734435,0.000101002546995924,2025-06-02 09:37:32.143118,11.8726634622721,0.000244264400585939,-0.000303521286150132,0.000100019198518569,2025-06-09 07:54:35.695897,11.8299382009613,0.000246532023510275,-0.000161185892495364,0.000101145393527122,2025-06-02 09:59:42.758165,-28.1876096742199,0.000243187632540608,-0.00102629363436407,9.91468086655223E-05,2025-02-26 15:22:41.335481,-28.0514229037919,0.000247607815734684,-2.48355104494613E-05,0.000101678048456617,2025-06-02 10:42:45.435577,False
302,0xd842,0xd83b,0x8c2c40b5,0xe42d7827,V1,V1,17,18,25.5527580682078,0.000245419607304844,-0.00114354817640178,9.28068061707111E-05,2025-06-12 11:39:30.411899,25.5527580682078,0.000245448960933009,0.000444344075018976,9.95990658566279E-05,2025-06-12 11:39:30.411899,11.8566414892805,0.000244866491226602,-0.00118409470700748,9.257419914908E-05,2025-06-12 12:02:50.513150,11.8566414892805,0.000245019575589537,0.000461141516746588,9.95909524239925E-05,2025-06-12 12:02:50.513150,-28.0380712596323,0.000242974126496055,-0.00129163144415556,9.18086925839645E-05,2025-06-12 12:42:30.542367,-28.0380712596323,0.000243587257452264,0.000593178565966634,9.9435392244127E-05,2025-06-12 12:42:30.542367,False
303,0xdb3c,0xdb55,0xcafb87d,0xa4a8ad92,V1,V1,15,11,23.8170443274586,0.000245770752069727,-0.000509380836237083,0.000101733726646394,2025-02-26 14:24:11.789410,23.8170443274586,0.000246034024065315,-0.000491301165979619,9.95901423230782E-05,2025-02-26 14:24:11.789410,11.8513008316167,0.000245682889638289,-0.000529586111126412,0.000101778578860952,2025-02-26 14:48:56.860996,11.8513008316167,0.000245980169661254,-0.000532237576551853,9.9581303257981E-05,2025-02-26 14:48:56.860996,-28.1876096742199,0.000245391907329534,-0.000557510067295375,0.000102088559530737,2025-02-26 15:22:41.344906,-28.1876096742199,0.000245673418435389,-0.000597682714022274,9.9528790512646E-05,2025-02-26 15:22:41.344906,True
304,0xd897,0xd898,0xa42f7c52,0xcc28446c,V1,V1,20.5,15.5,26.0521095597772,0.000245777410134415,-0.000925049978700354,9.99367201611588E-05,2025-02-25 16:07:09.724407,26.0521095597772,0.000246227731855073,-0.000765405201929248,9.38261380496415E-05,2025-02-25 16:07:09.724407,11.8780041199359,0.000245952281263133,-0.000953580835935552,0.00010021541834817,2025-02-25 16:39:21.365773,11.8780041199359,0.000246001708900561,-0.000831144828545904,9.3686132892609E-05,2025-02-25 16:39:21.365773,-28.1982909895476,0.000246977785533964,-0.00093434041942303,0.000102084375502692,2025-02-26 08:48:16.517659,-28.1982909895476,0.000244580276068815,-0.000790604278588902,9.33069265097172E-05,2025-02-26 08:48:16.517659,True
305,0xdae1,0xdafa,0x842ee8db,0x642fb958,V1,V1,14,15,26.8291752498665,0.000245565519695287,-0.00088158295661106,9.63451424459384E-05,2025-02-25 15:59:24.842521,26.0521095597772,0.000246478024691335,-0.000955888907422542,9.80513468443889E-05,2025-02-25 16:07:09.728335,11.8780041199359,0.000245579996459509,-0.000983759111932103,9.61304512228124E-05,2025-02-25 16:39:21.370657,11.8780041199359,0.000246085723858484,-0.000927457042322111,9.81552359341008E-05,2025-02-25 16:39:21.370657,-28.1982909895476,0.000245859680367888,-0.000772643719041066,9.52109010996493E-05,2025-02-26 08:48:16.522867,-28.1982909895476,0.000243838362431801,-0.000791223878457037,9.81844754746795E-05,2025-02-26 08:48:16.522867,True
306,None,None,None,None,V1,V1,None,None,26.8291752498665,0.000245509014891617,-0.00115796450300532,9.40701221933732E-05,2025-02-25 15:59:24.845532,26.0521095597772,0.000245844582156659,-0.000474986128873922,0.000106865475638344,2025-02-25 16:07:09.732237,11.8780041199359,0.00024529908119881,-0.00118806741228056,9.39402520469189E-05,2025-02-25 16:39:21.375495,11.8780041199359,0.000246363963630576,-0.000596024360185576,0.000107286438081339,2025-02-25 16:39:21.375495,-28.1876096742199,0.000244872384618296,-0.0013970407040928,9.35053193509949E-05,2025-02-26 15:22:41.325939,-28.1876096742199,0.00024754188890159,-0.000645228893613903,0.000108141481024468,2025-02-26 15:22:41.325939,False
307,0xd729,0xd747,0x24aa6681,0x242b39c9,V1,V1,17,14,26.0521095597772,0.000244854198901983,-0.000929490692054946,9.42003440053325E-05,2025-02-25 16:07:09.736002,26.8291752498665,0.000245759472560434,-0.000770114351953344,8.94518450578785E-05,2025-02-25 15:59:24.848817,11.8780041199359,0.000244612494150116,-0.000923353747864175,9.41848051167655E-05,2025-02-25 16:39:21.380265,11.8780041199359,0.000245449314626085,-0.000886719871672548,8.93391905961297E-05,2025-02-25 16:39:21.380265,-28.1982909895476,0.000243109967202599,-0.000983705889597508,9.38723377289479E-05,2025-02-26 08:48:16.533678,-28.1982909895476,0.000243206513900844,-0.000910091137051206,8.94940759754395E-05,2025-02-26 08:48:16.533678,False
308,0xd8ef,0xd90a,0x44aa24a3,0x8c2a6192,V1,V1,15.5,20.5,26.8291752498665,0.000245300182166114,-0.00031253693204375,9.90789736084749E-05,2025-02-25 15:59:24.851935,26.0521095597772,0.000246136865021127,-0.000488470931859553,9.79948439210451E-05,2025-02-25 16:07:09.741038,11.8780041199359,0.000245555045000243,-0.00042606975487508,9.91046446660846E-05,2025-02-25 16:39:21.384791,11.8780041199359,0.000245670291794175,-0.000515632512028019,9.80881435715386E-05,2025-02-25 16:39:21.384791,-28.1982909895476,0.00024597252502912,-0.000466164567524574,9.94874269609273E-05,2025-02-26 08:48:16.539581,-28.1982909895476,0.000242458115589127,-0.000423769879598634,9.89453620852338E-05,2025-02-26 08:48:16.539581,True
309,0xd917,0xd932,0xe4ac4dc9,0xacacffaa,V1,V1,8,10,23.8170443274586,0.000246147830825065,-0.00157281621281941,9.77889414463625E-05,2025-02-26 14:24:11.746727,23.8170443274586,0.000246037805220692,-0.00142466160683047,9.60117677112183E-05,2025-02-26 14:24:11.746727,11.8513008316167,0.000246018079997577,-0.00156403819606188,9.78943569323852E-05,2025-02-26 14:48:56.809993,11.8513008316167,0.000246244217084033,-0.00143762147758464,9.59992164462573E-05,2025-02-26 14:48:56.809993,-28.1876096742199,0.000245759415878366,-0.00154222135655752,9.81786199653295E-05,2025-02-26 15:22:41.287480,-28.1876096742199,0.000246924857134914,-0.00134714268593744,9.59735834176684E-05,2025-02-26 15:22:41.287480,True
310,0xd8c4,0xd8dd,0xe42e0336,0x84a96f18,V1,V1,19.5,17,23.8170443274586,0.00024549255449552,-0.00105739241578329,9.6897096791509E-05,2025-02-26 14:24:11.750113,23.8170443274586,0.000245757330542162,-0.00129724811201687,9.55701823146716E-05,2025-02-26 14:24:11.750113,11.8513008316167,0.000245979084310971,-0.00108774926364136,9.6927800502762E-05,2025-02-26 14:48:56.814347,11.8513008316167,0.000246016467606102,-0.00131230650117387,9.55240047415254E-05,2025-02-26 14:48:56.814347,-28.1876096742199,0.000247564030408916,-0.000894980795988598,9.73449828741169E-05,2025-02-26 15:22:41.293146,-28.1876096742199,0.000246878152615047,-0.00130876022324128,9.55284004019615E-05,2025-02-26 15:22:41.293146,False
311,0xd7c7,0xd7c4,0xecabc249,0x6caf2ddd,V1,V1,13,9.5,23.8170443274586,0.000245714520948385,-0.00129771157823139,9.73633105667956E-05,2025-02-26 14:24:11.753950,23.8170443274586,0.000245550611632193,-0.00163024327762756,9.55463357499771E-05,2025-02-26 14:24:11.753950,11.8513008316167,0.000245538972095439,-0.00127758261265742,9.73835119392415E-05,2025-02-26 14:48:56.818913,11.8513008316167,0.000245140868570539,-0.0015201474870955,9.58102495444929E-05,2025-02-26 14:48:56.818913,-28.1876096742199,0.000244573679042832,-0.00123969058569878,9.73943006838175E-05,2025-02-26 15:22:41.299083,-28.1876096742199,0.000244198051685158,-0.00147104844375806,9.62037771790777E-05,2025-02-26 15:22:41.299083,True
312,0xdab0,0xdac8,0xcc2dbb0f,0x44aa93d7,V1,V1,12,11,23.8170443274586,0.000245415871520541,-0.00190235078326134,9.95246424115392E-05,2025-02-26 14:24:11.760420,23.8170443274586,0.000245835528664306,-0.000981749113438735,0.000103322698395814,2025-02-26 14:24:11.760420,11.8513008316167,0.000245168049377448,-0.00179530339218958,9.98046719473557E-05,2025-02-26 14:48:56.823087,11.8513008316167,0.000246055404355171,-0.00095659979929219,0.000103514103059282,2025-02-26 14:48:56.823087,-28.1876096742199,0.000244275456175186,-0.00173765436291112,0.000100437555264319,2025-02-26 15:22:41.304610,-28.1876096742199,0.000246680443073843,-0.000952207914459768,0.000103959912481432,2025-02-26 15:22:41.304610,True
313,0xd77d,0xd7a1,0x42f4058,0xc2b0a44,V1,V1,21,22,23.8170443274586,0.000245256562045528,-0.00126891864261541,0.000100100268424388,2025-02-26 14:24:11.763634,23.8170443274586,0.000245992955255876,-0.000914553607041235,9.37053430904745E-05,2025-02-26 14:24:11.763634,11.8513008316167,0.000245260397699415,-0.00133429188778045,0.00010012971014266,2025-02-26 14:48:56.827316,11.8513008316167,0.000245915220882311,-0.000837438581773153,9.36012605597395E-05,2025-02-26 14:48:56.827316,-28.1876096742199,0.000245070757381929,-0.00136307636638427,0.000100174549996271,2025-02-26 15:22:41.309964,-28.1876096742199,0.000245803421892789,-0.000916308287712941,9.30722629252052E-05,2025-02-26 15:22:41.309964,True
314,0xd68c,0xd68d,0xaca9a359,0xcaf5c66,V1,V1,13,17,23.8170443274586,0.000245888948013502,-0.00108792033755034,9.57530725980272E-05,2025-02-26 14:24:11.766777,24.8664835584039,0.000245754814517908,-0.000616344144703629,9.33194477222987E-05,2025-02-28 14:07:35.565238,11.8513008316167,0.000245418887683218,-0.00110104503638953,9.56852137100546E-05,2025-02-26 14:48:56.834653,11.6910811017014,0.00024620874911005,-0.000769803251432666,9.31866041550444E-05,2025-02-28 14:41:13.971842,-28.1876096742199,0.000243981442992424,-0.00115692831017572,9.53705477417323E-05,2025-02-26 15:22:41.315202,-28.2303349355306,0.000247534749541694,-0.000707423773261384,9.33520767099288E-05,2025-02-28 15:23:29.006292,False
315,0xd82e,0xd846,0xacaa3959,0x4ca8b3fd,V1,V1,14.5,15,30.3833829251545,0.000246342539321101,-0.0010142398873686,9.7319830264924E-05,2025-02-28 14:22:01.470828,23.8170443274586,0.00024690381666033,-0.000872858662422371,9.9678469294108E-05,2025-02-26 14:24:11.770019,11.6910811017014,0.000246685052584701,-0.00102658499101299,9.72178269838186E-05,2025-02-28 14:41:13.983644,11.8513008316167,0.000246955399663979,-0.000874962873569252,9.98792226932581E-05,2025-02-26 14:48:56.839227,-28.2303349355306,0.000247647209159288,-0.00101525647777878,9.70151216785499E-05,2025-02-28 15:23:29.019423,-28.1876096742199,0.000247028487355008,-0.000932549595498267,0.000100180925910685,2025-02-26 15:22:41.320476,False
316,0xd7a9,0xd7b4,0x42c5186,0x8cad7c5d,V1,V1,13,8,23.4298466468299,0.000245536369209509,-0.00057385169964802,9.64402863712885E-05,2025-02-27 09:32:39.819413,23.4298466468299,0.000245726281752126,-0.000500194683448307,9.68760939365695E-05,2025-02-27 09:32:39.819413,11.805905241474,0.000245867059702175,-0.000604699522075314,9.64618861979918E-05,2025-02-27 09:53:40.242052,11.805905241474,0.000246172517972331,-0.000593783968966755,9.6791718472768E-05,2025-02-27 09:53:40.242052,-28.2116426337072,0.000246809573107554,-0.000669539264417485,9.65646177805528E-05,2025-02-27 10:34:18.913338,-28.2116426337072,0.000247189706542082,-0.00062781583869953,9.67616875089085E-05,2025-02-27 10:34:18.913338,True
317,0xdaaf,0xdac7,0xd22ee7d8,0xfa2d3c82,V2,V2,5.5,19,25.5260547798886,0.000245723882024362,-0.00154856078774912,0.000108226687264564,2025-06-18 14:23:46.688868,23.4298466468299,0.00024626759716799,-0.000653832649660235,0.000104604272387462,2025-02-27 09:32:39.815216,11.8860151064317,0.000245955118005844,-0.00168971801767182,0.00010847725019114,2025-06-18 14:54:52.915793,11.805905241474,0.000246977316662583,-0.00074799868340758,0.000105129852208255,2025-02-27 09:53:40.237394,-27.9125658045319,0.000246462247768594,-0.00168679313440823,0.000109417219152792,2025-06-18 15:34:41.060728,-28.2116426337072,0.000248639723489672,-0.000648945521463329,0.00010653571758423,2025-02-27 10:34:18.907384,False
318,0xd7a7,0xd79b,0x64292f38,0x4c2a8cea,V1,V1,13,15,23.4298466468299,0.000245300174976619,-0.00114763741993157,9.65842482785578E-05,2025-02-27 09:32:39.811570,23.4298466468299,0.00024538707043704,-0.000583683336163654,9.38144191649627E-05,2025-02-27 09:32:39.811570,11.805905241474,0.000245168487219914,-0.00116915565427606,9.67355745316798E-05,2025-02-27 09:53:40.232533,11.805905241474,0.000245446278188327,-0.000645644154043279,9.36869644074152E-05,2025-02-27 09:53:40.232533,-28.2116426337072,0.000244938373032138,-0.00122743892130239,9.71864801608991E-05,2025-02-27 10:34:18.901249,-28.2116426337072,0.00024556904567162,-0.000693671767767468,9.34047317576194E-05,2025-02-27 10:34:18.901249,True
319,0xd8e2,0xd8fc,0xc42a027a,0xcc2d6611,V1,V1,10.5,13,23.1948577096208,0.00024535177707975,-0.00106783193976989,9.10501572283971E-05,2025-02-27 09:22:33.887041,30.3833829251545,0.000245228391360109,-0.000507468778586262,9.56235413237088E-05,2025-02-28 14:22:01.490553,11.805905241474,0.000244990331543936,-0.00106422762015962,9.10229845416016E-05,2025-02-27 09:53:40.227511,11.6910811017014,0.000245517720593866,-0.000646507438796906,9.53305506411091E-05,2025-02-28 14:41:14.010288,-28.2303349355306,0.000243335050329037,-0.00122552692740213,9.09177449425769E-05,2025-02-28 15:23:29.044381,-28.2303349355306,0.000245756949156877,-0.000714923880823448,9.49266952935187E-05,2025-02-28 15:23:29.044381,False
320,0xdb1d,0xdb20,0x44aa598b,0x6c2b36b2,V1,V1,16,12,23.1948577096208,0.000245700409398527,-0.000997248077160673,0.000105093152031439,2025-02-27 09:22:33.883740,23.1948577096208,0.00024580250104779,-0.00092261791736814,9.76841758184957E-05,2025-02-27 09:22:33.883740,11.805905241474,0.000245571198738457,-0.00108458868286088,0.000105115999138668,2025-02-27 09:53:40.222818,11.805905241474,0.000245459011219588,-0.00093280614084118,9.77072317441943E-05,2025-02-27 09:53:40.222818,-28.2116426337072,0.000244829578231078,-0.00106919956602952,0.000105787447013497,2025-02-27 10:34:18.889951,-28.2116426337072,0.00024426600830946,-0.000890916323307289,9.79160991882165E-05,2025-02-27 10:34:18.889951,True
321,0xd72d,0xd740,0xec29e0bc,0x8ca8addc,V1,V1,7,11.5,24.8664835584039,0.000246322769814459,-0.00145104820140513,9.38544138982789E-05,2025-02-28 14:07:35.601165,30.3833829251545,0.000245488575160839,-0.00137247104170207,9.40226929493812E-05,2025-02-28 14:22:01.499172,11.6910811017014,0.000246300980527947,-0.00155925890365788,9.37894448453024E-05,2025-02-28 14:41:14.019888,11.6910811017014,0.00024562384314216,-0.00140589149979592,9.39783877813241E-05,2025-02-28 14:41:14.019888,-28.2303349355306,0.000245513462091634,-0.00148976176053889,9.40693574211277E-05,2025-02-28 15:23:29.056099,-28.2303349355306,0.000245932910852752,-0.00144672405090135,9.39826477122971E-05,2025-02-28 15:23:29.056099,True
322,0xd922,0xd939,0x322f5e70,0x52295bd0,V2,V2,5.5,17,23.4298466468299,0.000245769843624035,-0.00164963875221791,0.000102132352021299,2025-02-27 09:32:39.800505,23.4298466468299,0.000245960797144905,-0.0010862050024929,9.92436523170516E-05,2025-02-27 09:32:39.800505,11.805905241474,0.000245644900467171,-0.00177817523405088,0.000102102034125107,2025-02-27 09:53:40.218316,11.805905241474,0.000246201785362308,-0.00113580138297281,9.94477763365839E-05,2025-02-27 09:53:40.218316,-28.2116426337072,0.00024500854773528,-0.00173536277105896,0.000102394804438432,2025-02-27 10:34:18.883921,-28.2116426337072,0.000246727193077399,-0.0011282135193183,0.000100011994640874,2025-02-27 10:34:18.883921,True
323,0xd7f0,0xd7f4,0x442e59cc,0xc4ade526,V1,V1,15,13,23.4298466468299,0.000245182008467907,-0.00120786587925387,9.57221513028629E-05,2025-02-27 09:32:39.796738,23.1948577096208,0.000245336313375954,-0.00142497768333949,9.24110850277539E-05,2025-02-27 09:22:33.877091,11.805905241474,0.000245433441557397,-0.00126591632974715,9.57200460751092E-05,2025-02-27 09:53:40.213668,11.805905241474,0.000245285364166329,-0.00138803920431874,9.23990564049677E-05,2025-02-27 09:53:40.213668,-28.2116426337072,0.000246030760081151,-0.00122021566180591,9.58410303103354E-05,2025-02-27 10:34:18.877431,-28.2116426337072,0.000244926108209386,-0.00140852980060696,9.23622172981544E-05,2025-02-27 10:34:18.877431,True
324,0xda9f,0xdab5,0xaca92ed4,0x8cad9dbc,V1,V1,19,12,23.4298466468299,0.000245360287971684,-0.000934884503449085,0.000103011942427975,2025-02-27 09:32:39.792507,23.4298466468299,0.000244994173232262,-0.00114750080131415,0.000100822082571669,2025-02-27 09:32:39.792507,11.805905241474,0.000245559577468959,-0.000995291135455434,0.000103093668328662,2025-02-27 09:53:40.207415,11.805905241474,0.000244876073711362,-0.00121663339717321,0.000100962669489802,2025-02-27 09:53:40.207415,-28.2116426337072,0.000245959703450758,-0.00104010346035194,0.00010333294149805,2025-02-27 10:34:18.871419,-28.2116426337072,0.000244420577649709,-0.00127645349906119,0.000101480203515163,2025-02-27 10:34:18.871419,True
325,0xd73b,0xd760,0x4c2ccdc4,0x2caddcf7,V1,V1,9,21,23.1948577096208,0.000245493429392083,-0.00123976505775536,9.97874400808311E-05,2025-02-27 09:22:33.869805,23.1948577096208,0.000245367677547018,-0.00123384370827173,9.45204448302768E-05,2025-02-27 09:22:33.869805,11.805905241474,0.000245107649790663,-0.00127565493534054,9.96712705861829E-05,2025-02-27 09:53:40.202632,11.805905241474,0.000245391910104295,-0.001262701107554,9.43622637002662E-05,2025-02-27 09:53:40.202632,-28.2116426337072,0.000243761395712159,-0.00125053005446285,9.95983000815907E-05,2025-02-27 10:34:18.865285,-28.2116426337072,0.000244895687935912,-0.00129306648102462,9.37263401659417E-05,2025-02-27 10:34:18.865285,True
326,0xd84b,0xd885,0xc4ad85df,0xcc285642,V1,V1,14,15.5,25.5020218204013,0.000245437906505986,-0.000917645626585362,9.66310488716305E-05,2025-03-06 15:03:54.151014,25.5020218204013,0.000245154857308824,-0.000343905243073539,9.68778669654617E-05,2025-03-06 15:03:54.151014,11.9207293812467,0.000245455754078421,-0.000906473979944367,9.67105909123656E-05,2025-03-06 15:19:40.849013,11.9207293812467,0.000245142689179108,-0.000360240953452662,9.69008147349206E-05,2025-03-06 15:19:40.849013,-28.0380712596323,0.000245340790392693,-0.000920626614463294,9.7062206350381E-05,2025-06-12 12:42:30.528107,-28.0434119172961,0.000244972399457752,-0.000504088895551813,9.68086386830408E-05,2025-03-06 15:49:40.665361,True
